12647729	-0.0475	0	0
12649736	0	-0.00043	0
12651742	0	-0.00087	0
12653746	0	-0.0013	0
18784342	0	-1.23977	0
19164386	0	-1.306	0
19466759	0	-1.35786	0
19663695	0	-1.3911	0
19763166	0	-1.41002	0
19863760	0	-1.42926	0
19963193	0	-1.44417	0
20063794	0	-1.46211	0
20164516	0	-1.48048	0
20268524	0	-1.50256	0
20666246	0	-1.50864	0
20765661	0	-1.48073	0
20868551	0	-1.45026	0
20967271	0	-1.48129	0
21064904	0	-1.54695	0
21167801	0	-1.59874	0
21266473	0	-1.57472	0
21364076	0	-1.52896	0
21464798	0	-1.49272	0
21567880	0	-1.42195	0
21664853	0	-1.23255	0
21764154	0	-1.04902	0
21865402	0	-0.87643	0
21965005	0	-0.65121	0
22063723	0	-0.33461	0
22163283	0	-0.08437	0
22264000	0	-0.00567	0
22363364	0	-0.03745	0
22464507	0	-0.02659	0
22565308	0	0.00854	0
22664039	0	0.01604	0
22765119	0	0.01057	0
22863879	0	-0.011	0
22964768	0	-0.03458	0
23067642	0	-0.05691	0
23164293	0	-0.05348	0
23263372	0	-0.03186	0
23368038	0	-0.02536	0
23464755	0	-0.02252	0
23571744	0	-0.01722	0
23662775	0	-0.00511	0
23765432	0	0.0034	0
23864901	0	0.02675	0
23963676	0	0.04856	0
24063197	-0.05465	-0.01294	-0.11717
24163863	0.01872	-0.07723	0.02098
24262701	-0.01241	0.05733	0.03578
24365690	-0.05406	-0.02047	-0.10964
24469305	0.00582	-0.05799	0.01375
24564230	-0.04402	0.02621	-0.0459
24665013	-0.06275	-0.06427	-0.12929
24763741	-0.01218	-0.05845	0.00466
24864497	-0.07254	-0.00344	-0.0945
24963822	-0.05996	-0.10832	-0.1167
25064660	-0.0194	-0.04726	0.02569
25163422	-0.07938	-0.01934	-0.08935
25269002	-0.03196	-0.10968	-0.02345
25363743	-0.04317	-0.00877	0.01689
25465138	-0.07251	-0.05729	-0.08431
25562892	-0.02331	-0.07514	0.02321
25663697	-0.05727	-0.01324	-0.01996
25863209	-0.03285	-0.00278	0.043
25964030	-0.04073	-0.04665	-0.01525
26064812	-0.01729	-0.02836	0.05151
26163630	-0.05493	-0.01828	-0.0301
26266438	-0.01505	-0.06404	0.03258
26363344	-0.04881	0.00816	-0.00258
26464488	-0.05033	-0.07187	-0.05299
26564751	-0.033	-0.03489	0.02382
26663641	-0.06468	-0.03881	-0.05713
26764720	-0.03202	-0.06827	0.00956
26864583	-0.06459	-0.02735	-0.03825
26963537	-0.03681	-0.08395	-0.00584
27064340	-0.0622	-0.01339	-0.01879
27165182	-0.05853	-0.08497	-0.05336
27264812	-0.03366	-0.04445	0.03571
27363617	-0.0669	-0.04036	-0.04231
27468753	-0.02757	-0.07057	0.03197
27563528	-0.06251	-0.01494	-0.01482
27663075	-0.0442	-0.08567	-0.02219
27763813	-0.0467	-0.02799	0.02142
27863702	-0.06392	-0.05864	-0.04237
27964943	-0.02983	-0.05842	0.03926
28063873	-0.06409	-0.02562	-0.02321
28164627	-0.03024	-0.07357	0.02347
28263532	-0.05445	-0.01181	0.00301
28386330	-0.02901	-0.08035	0.01959
28477071	-0.03968	-0.00892	0.04353
28562741	-0.06311	-0.03627	-0.03626
28663493	-0.0242	-0.06268	0.03854
28763326	-0.06069	-0.01497	-0.01998
28864091	-0.03874	-0.08407	-0.00852
28965574	-0.05731	-0.01438	0.00393
29064961	-0.06789	-0.06529	-0.05648
29165352	-0.0397	-0.06009	0.02008
29264435	-0.07606	-0.04067	-0.05184
29367893	-0.04041	-0.08597	0.00865
29466655	-0.06839	-0.02767	-0.02181
29563842	-0.04699	-0.09078	-0.01726
29663086	-0.05469	-0.03045	0.01531
29763917	-0.05954	-0.06849	-0.03046
29868889	-0.04141	-0.0442	0.03505
29968165	-0.06365	-0.04942	-0.02748
30065818	-0.03463	-0.06462	0.03426
30166989	-0.06149	-0.03203	-0.01198
30265861	-0.037	-0.06756	0.02184
30365559	-0.05479	-0.02749	0.00082
30462700	-0.0365	-0.06725	0.01808
30564127	-0.05553	-0.01836	0.00598
30664978	-0.03743	-0.07231	0.0069
30764166	-0.04103	-0.0208	0.03157
30864998	-0.03427	-0.05555	0.01471
30966648	-0.04596	-0.01703	0.02113
31063572	-0.04473	-0.05491	-0.00987
31164665	-0.03842	-0.02804	0.02855
31263547	-0.0579	-0.04553	-0.03363
31366543	-0.03279	-0.04925	0.02875
31565754	-0.03304	-0.07304	0.01639
31664412	-0.06103	-0.02013	-0.01768
31763680	-0.03916	-0.08326	-0.0096
31864899	-0.05191	-0.01833	0.01212
31988048	-0.05103	-0.08133	-0.03275
32062736	-0.03611	-0.05543	0.02679
32163870	-0.07867	-0.03613	-0.05724
32281724	-0.03199	-0.08372	0.02551
32364380	-0.06062	-0.0104	0.00285
32467935	-0.06201	-0.08342	-0.0468
32563105	-0.0251	-0.05663	0.0571
32664624	-0.07451	-0.0204	-0.037
32763727	-0.0384	-0.09359	0.0066
32864659	-0.05204	-0.01164	0.02596
32963707	-0.06103	-0.06558	-0.03748
33063090	-0.02935	-0.05548	0.04694
33166533	-0.06713	-0.0286	-0.02796
33265255	-0.03096	-0.07981	0.02329
33364410	-0.05544	-0.00896	0.00869
33466834	-0.0454	-0.07648	-0.01563
33566239	-0.04119	-0.02999	0.03269
33671053	-0.06233	-0.05623	-0.03752
33764373	-0.03291	-0.05859	0.03158
33865503	-0.06686	-0.03118	-0.03063
33962852	-0.03662	-0.08094	0.01021
34071801	-0.06093	-0.02142	-0.01132
34164635	-0.04466	-0.08073	-0.01226
34271786	-0.05527	-0.0249	0.009
34366847	-0.05391	-0.0658	-0.02209
34466562	-0.03917	-0.04038	0.03395
34565397	-0.05846	-0.04605	-0.02065
34665650	-0.03458	-0.05384	0.03195
34762860	-0.06	-0.034	-0.02038
34874118	-0.03319	-0.06341	0.02567
34968965	-0.06158	-0.02375	-0.01503
35067802	-0.03938	-0.07805	0.00321
35163622	-0.05503	-0.02007	0.01182
35270847	-0.05333	-0.0721	-0.02711
35367769	-0.0435	-0.04133	0.02354
35465511	-0.06574	-0.0529	-0.03896
35564731	-0.02835	-0.06475	0.0424
35664538	-0.06278	-0.01764	-0.0141
35775419	-0.02479	-0.08244	0.03034
35880471	-0.05032	0.00459	0.02262
35964144	-0.06383	-0.05033	-0.04344
36078083	-0.03596	-0.04371	0.032
36164766	-0.0706	-0.03031	-0.04092
36289839	-0.02791	-0.07062	0.03366
36365104	-0.05665	-0.00992	0.00829
36486499	-0.03846	-0.08571	-0.00656
36563316	-0.03171	-0.04122	0.04483
36663106	-0.06953	-0.03187	-0.03973
36766051	-0.0328	-0.07675	0.02006
36864900	-0.06787	-0.0173	-0.0229
36973657	-0.04656	-0.10057	-0.02726
37064890	-0.04538	-0.03729	0.0291
37164668	-0.07676	-0.05371	-0.05934
37264166	-0.03687	-0.08168	0.02248
