10626106	-0.0475	0	0																																														
10628109	0	-0.00045	0
10630113	0	-0.0009	0
10632118	0	-0.00136	0
39879615	-0.02429	-0.00744	0.01739
40135727	-0.05846	-0.018	-0.07413
40210319	-0.05729	-0.05928	-0.09333
40283692	-0.05173	-0.06342	-0.0521
40379558	-0.08409	-0.04462	-0.12382
40480444	-0.07389	-0.1077	-0.11957
40579529	-0.09239	-0.06089	-0.10049
40680846	-0.09366	-0.10933	-0.13033
40779667	-0.08559	-0.08685	-0.05424
40879403	-0.08749	-0.09839	-0.07256
40979173	-0.07967	-0.08363	-0.01961
41080119	-0.06778	-0.09899	-0.01251
41179641	-0.06742	-0.06882	0.0235
41280481	-0.05204	-0.08833	0.03738
41383428	-0.04562	-0.04716	0.08001
41491277	-0.03356	-0.06536	0.07416
41600684	-0.0161	-0.02576	0.13701
41686744	-0.03531	0.00302	0.07405
41798344	0.00639	-0.03411	0.14436
41889661	-0.01654	0.03815	0.11763
41994909	-0.00247	-0.01992	0.08193
42094070	-0.02322	0.02326	0.04694
42193987	-0.01596	-0.02524	0.01697
42300955	-0.0334	-0.00838	-0.0127
42400051	-0.029	-0.04112	-0.02119
42499237	-0.06109	-0.0156	-0.07661
42601030	-0.05864	-0.07409	-0.10063
42706283	-0.07172	-0.04182	-0.08313
42797665	-0.08547	-0.07362	-0.13405
42892776	-0.06972	-0.09342	-0.06744
42993605	-0.09384	-0.07558	-0.116
43092959	-0.07349	-0.10937	-0.05639
43198126	-0.08963	-0.08111	-0.07373
43300028	-0.07539	-0.09231	-0.02576
43400996	-0.0738	-0.09037	-0.02455
43496753	-0.07131	-0.07376	0.00431
43602175	-0.05297	-0.08818	0.03616
43701867	-0.04897	-0.04732	0.07041
43799606	-0.03665	-0.06766	0.06039
43898376	-0.01533	-0.04074	0.13098
43997172	-0.0334	0.0041	0.07988
44088203	-0.00119	-0.04244	0.12407
44204119	-0.01622	0.03541	0.1198
44287313	-0.0162	-0.00736	0.04978
44392057	-0.0067	-0.00065	0.0839
44481711	-0.02361	0.00096	0.019
44687681	-0.03773	-0.01661	-0.03586
44780723	-0.02828	-0.0379	-0.00754
44891867	-0.05936	-0.02548	-0.08129
44983048	-0.04539	-0.07529	-0.07056
45079889	-0.0709	-0.03201	-0.08189
45180823	-0.07554	-0.08218	-0.12151
45280531	-0.07075	-0.06767	-0.0617
45379655	-0.09076	-0.07768	-0.11767
45480759	-0.0744	-0.09084	-0.0526
45579736	-0.08044	-0.08689	-0.07024
45680768	-0.07314	-0.07621	-0.02114
45780497	-0.06539	-0.08626	-0.00953
45879781	-0.06811	-0.0647	-0.0045
45980763	-0.04587	-0.07302	0.04826
46079721	-0.05449	-0.04452	0.02721
46180489	-0.02278	-0.05939	0.10028
46279982	-0.03986	0.00073	0.08513
46381451	-0.01439	-0.04772	0.09089
46483715	-0.01418	0.003	0.11336
46588718	-0.01259	-0.02345	0.06748
46683416	-0.02149	0.00724	0.06767
46784259	-0.01999	-0.02579	0.0218
46881763	-0.03317	-0.00256	0.01271
46997034	-0.02935	-0.03801	-0.01021
47086248	-0.04464	-0.02173	-0.03083
47183741	-0.04069	-0.05035	-0.03921
47288630	-0.06537	-0.02239	-0.07086
47388123	-0.0745	-0.07431	-0.11963
47497006	-0.07279	-0.05818	-0.06353
47579736	-0.086	-0.06923	-0.11042
47681274	-0.06849	-0.09127	-0.04728
47782209	-0.07927	-0.07706	-0.06788
47883050	-0.0719	-0.07482	-0.02648
47981828	-0.06647	-0.0888	-0.03123
48081026	-0.06562	-0.06156	0.00578
48183369	-0.05245	-0.0771	0.02093
48280303	-0.06127	-0.04588	0.0193
48385237	-0.03697	-0.06459	0.06457
48480031	-0.05289	-0.01934	0.04572
48579225	-0.02595	-0.05302	0.07672
48680254	-0.04121	-0.00673	0.05665
48781630	-0.01861	-0.0387	0.07622
48880595	-0.03545	-0.00232	0.04123
48990018	-0.02122	-0.03034	0.05642
49079347	-0.03743	-0.0125	0.00936
49222655	-0.04244	-0.01661	-0.00046
49280338	-0.04497	-0.03005	-0.02312
49380055	-0.04579	-0.0333	-0.01086
49479834	-0.05528	-0.04651	-0.05122
49579214	-0.05803	-0.04075	-0.03544
49680073	-0.06582	-0.06323	-0.07701
49779007	-0.06813	-0.05521	-0.04688
49879204	-0.07151	-0.07628	-0.07406
49980334	-0.07363	-0.06116	-0.0429
50082171	-0.06728	-0.08638	-0.04978
50183593	-0.07317	-0.0609	-0.0354
50280403	-0.06112	-0.08369	-0.00839
50427359	-0.05294	-0.08339	0.00666
50480721	-0.04744	-0.07189	0.03569
50584255	-0.04932	-0.05197	0.02353
50682070	-0.02667	-0.05376	0.08511
50779655	-0.04279	-0.01094	0.0513
50880407	-0.0101	-0.0505	0.10135
50981298	-0.02707	0.01649	0.09276
51080460	-0.00793	-0.03221	0.07963
51181240	-0.02448	0.01625	0.06446
51278989	-0.01279	-0.03016	0.03685
